Energy;;;;;;;;;;;
41;Pistolet blaster Model 44;Lég;6;3;Moy;1;4;-;500;4;Réglage étourdissant
41;Pistolet blaster Model 80;Lég;6;2;Moy;2;3;-;550;5;Réglage étourdissant
41;Pistolet blaster IR-5 'Intimidateur';Lég;5;3;Moy;2;2;I;750;6;Automatique,Imprécis 1
41;Pistolet blaster lourd DL-7H;Lég;8;3;Moy;2;2;I;850;6;2 Men -> 0 munitions
42;Fusil PCA à pompe;Lou;6;3;Cou;3;3;-;890;6;Souffle 5,Réglage étourdissant
43;Fusil blaster lourd DH-X;Lou;10;3;Lon;7;4;-;1900;6;Etourdissement 3,Perforant 2
43;Carabine blaster OK-98;Lou;9;3;Moy;4;3;-;1100;5;Réglage étourdissant, Dégats +2 ou extra munitions
43;Blaster mitrailleur léger SE-14R;Lég;6;3;Moy;2;3;I;1000;6;Automatique,Réglage étourdissant,3 Men->0 Munitions
43;Blaster mitrailleur VX 'Sidewinder';Art;12;3;Lon;8;4;I;3350;7;Automatique,Encombrant 5,Perforant 1,Sanguinaire 1
44;Blaster mitrailleur lourd BRS;Art;15;3;Ext;10;4;I;6500;8;Automatique,Encombrant 6,Perforant 2,Sanguinaire 1
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Slugthrowers;;;;;;;;;;;
45;Carabine d'assaut FYR;Lou;6;5;Cou;4;1;-;250;4;Automatique,Imprécis 1,2 Men->0 munitions
45;Pistolet de self-défense Modèle C 'Fiver';Lég;5;4;Cou;2;1;-;200;4;Précis 1,Munitions limités 5
Thrown;;;;;;;;;;;
;;;;;;;;-;;;
Others;;;;;;;;;;;
45;Enflammeur CZ-28;Art;9;2;Cou;8;3;I;2000;8;Incendiaire 4,Souffle 9,Encombrant 3,Sanguinaire 2
45;Lance fléchette FC1 (anti-infanterie);Art;8;3;Moy;6;4;I;2500;6;Souffle 8,Encombrant 3,Munitions limités 4,Perforant 6,Déploiement 1,Sanguinaire 1
45;Lance fléchette FC1 (anti-véhicule);Art;10;2;Moy;6;4;I;2500;6;Brêche 2,Encombrant 3,Munitions limités 4,Déploiement 1,Sanguinaire 1
46;Lance grenade Z50;Art;8;4;Moy;5;3;I;1250;4;Souffle 6,Encombrant 3,Munitions limités 6
46;Grenade Inferno D-24;Lég;8;3;Cou;1;0;I;75;5;Souffle 5,Incendiaire 2,Munitions limités 1
46;Grenade à concussion G2;Lég;10;5;Cou;1;0;I;100;5;Souffle 8,Choc 2,Désorientation 5,Munitions limités 1
46;Grenade ionique 'lightning 22';Lég;10;5;Cou;1;0;-;65;4;Souffle 7,Désorientation 5,Réglage étourdissant(droid),Munitions limités 1
47;Grenade à plasma NOVA40;Lég;12;3;Cou;1;0;-;125;6;Souffle 10,Munitions limités 1
47;Grenade lourde à fragmentation MK.4;Lég;9;4;Cou;1;0;I;75;5;Souffle 7,Encombrant 2,Munitions limités 1
47;Missille à concussion MK.10;Art;14;4;Ext;0;0;-;200;8;Souffle 10,Choc 3,Désorientation 5,Guidé 2
47;Missile à fragmentation C-88;Art;12;4;Ext;0;0;-;75;7;Souffle 12,Guidé 3
47;Missile à plasma SK-44;Art;16;3;Ext;0;0;I;160;8;Souffle 14,Encombrant 3,Imprécis 1,Perforant 2
47;Missile incendiaire C-908;Art;10;3;Ext;0;0;I;145;7;Souffle 10,Incendiaire 3,Guidé 2
55;Charge de Baradium;Art;3;0;Lon;2;0;I;750;5;Dégat additionnel 1, Souffle Long
55;Charge de Detonite;Art;15;0;Cou;2;0;-;50;2;Dégat additionnel 15, Souffle Court
55;Charge à Plasma;Art;9;0;Moy;2;0;I;200;5;Dégat additionnel 6, Souffle Moyen
55;Grenade à protons;Art;10;0;Cou;1;0;-;60;4;Dégat additionnel 20, Souffle Court
Brawling;;;;;;;;;;;
48;Coup-de-poing blaster;Pug;+4;4;Con;2;0;I;500;6;Imprécis 1
48;Lame Brachiale S-1;Pug;+1;3;Con;2;1;-;500;4;Parade 1
48;Vibropoing;Pug;+1;2;Con;1;0;-;350;4;Perforant 1,Sanguinaire 1,Dissimulation+1
Melee;;;;;;;;;;;
48;Lame Ryyk;CàC;+2;2;Con;3;3;-;400;8;Encombrant 3,Parade 1,Bonne qualité
49;Thermohache Modèle 7;CàC;+2;3;Con;4;3;I;850;5;Incendiaire 2,Briseur,Sanguinaire 1
49;Vibroespadon VX Czerhander;CàC;+3;2;Con;4;3;-;900;6;Parade 1,Perforant 2,Sanguinaire 2
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Lightsaber;;;;;;;;;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
