Communications;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Poisons;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Detection;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Medical;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Cybernetic;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Recreational;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Security;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Survival;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Tools;;;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
;;-;;;;
Droids;;;;;;
119;Droid de démantèlement Série DTS;-;40000;0;6;Rival,Vigueur5,Agilité3,Mécanique4,Informatique3,Perception3
119;Droid de recherche ID9;I;4500;0;7;Minion,Agilité3,Informatique,Coordination,Cac,Discretion
119;Droid Exécuteur Série IG-RM;-;23000;0;6;Rival,Vigueur3,Agilité3,Pugilat3,Coercition3,Vigilance4,Cac3,Perception3,ArmeLourde3
120;Droid Exécuteur Série KX;I;50000;0;8;Nemesis,Vigueur4,Intelligence3,Pugilat3,Coercition4,Vigilance3,Perception3,ArmeLourde3,Calme3
121;Droid de maintenance Série MSE;-;200;0;2;Minion,Agilité,Informatique,Mécanique,Perception
;;-;;;;
