Energy;;;;;;;;;;;
117;Fusil Blaster Lourd DLT-19D;Lou;10;3;Lon;5;1;I;3100;9;Précis2,Automatique,Encombrant3,Perforant2,Diff-1 Portée Longue-Extrème
117;Carabine Blaster E-11D;Lou;9;3;Moy;3;2;I;1400;9;RéglageEtourdissant,AmélioreJetàCourtePortée
117;Fusil Blaster E-22;Lou;8;3;Moy;4;2;I;1500;8;Encombrant2,Lié1,RéglageEtourdissant,ProtectionContreEnvironement
117;Arc à énergie;Lou;11;3;Lon;5;1;-;2000;8;Souffle4,Renversement,Perforant3,CadenceLente1,ReplierEncombrement3
118;Cannon a répétition MWC-35C;Art;9;3;Lon;5;2;-;3000;7;Encombrant3,Perforant2,Sanguinaire1,Automatique,ModeConcentré,PackAEnergie
118;Pistolet Blaster Lourd PB08;Lég;6;3;Moy;2;2;-;800;6;RéglageEtourdissant,NePeutPasEtreACourtDeMunitions
118;Vibrorang;Lég;4;2;Moy;1;0;-;300;4;MunitionsLimités1,Perforant2,Sanguinaire1,2AvRetourneEnMain,Cac Dgt+2,Crit2,Con,Imprécis1,Perforant2,Sanguinaire1
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Slugthrowers;;;;;;;;;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Thrown;;;;;;;;;;;
;;;;;;;;-;;;
Others;;;;;;;;;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Brawling;;;;;;;;;;;
;;Pug;;;;;;-;;;
;;;;;;;;-;;;
Melee;;;;;;;;;;;
;;CàC;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Lightsaber;;;;;;;;;;;
;;Sab;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
