Energy;;;;;;;;;;;
38;Pistlet blaster de précision X30 Lancer;Lég;5;4;Lon;1;3;-;1000;5;Précis 1,Perforant 2
38;Fusil de sniper E-11S;Lou;10;3;Ext;6;3;I;3500;7;Précis 1,Encombrant 3,Perforant 2,Cadence Lente 1
39;Fusil étourdissant LBR-9;Lou;10;0;Lon;6;4;-;2800;4;Désorientation 2,Dégats Etourdissant
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Slugthrowers;;;;;;;;;;;
39;Fusil à air condensé model 77;Lou;6;0;Lon;3;3;-;1100;6;Perforant 4,Dégats Etourdissant
40;Fusil de sniper model 38;Lou;8;3;Ext;5;4;-;3000;6;Précis 2,,Perforant 3
41;Marteleur KS-23;Lou;8;4;Cou;5;4;-;1500;5;Souffle 6,Renversement
Thrown;;;;;;;;;;;
;;;;;;;;-;;;
Others;;;;;;;;;;;
42;Canon à filet ;Lou;3;0;Cou;4;2;-;750;5;Enchevêtrement 5
42;Grenade bloquante;Lég;0;0;Cou;1;0;-;100;6;Souffle X,Enchevêtrement 3
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Brawling;;;;;;;;;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Melee;;;;;;;;;;;
42;Perforatrice à pulsation G9-GP;CàC;5;4;Con;5;2;-;1100;4;Brêche 1,Encombrant 3,Imprécis 2
42;Vibrolance de chasseur;CàC;3;3;Con;4;2;-;950;6;Perforant 2,Sanguinaire 2
43;Vibroscie MK. VIII;CàC;4;2;Con;6;3;-;1500;5;Encombrant 5,Perforant 2,Briseur,Sanguinaire 2
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
Lightsaber;;;;;;;;;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
;;;;;;;;-;;;
