Weapon;;;;;;;
105;Réservoir à poison;I;400;0;1;5;Cac,Pugilat,Manœuvre->AjoutePoison Mods: DosePoison+1(4)
106;Silencieux à blaster;I;750;0;1;5;Perception-Vigilance+2Dé Noir
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
Armor;;;;;;;
106;Détecteur de menace;-;750;0;1;4;Initiative+1Av Mods:Coup Eclair,Init+1Av(2)
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
Vehicle;;;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
Crystal;;;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
