Weapon;;;;;;;
50;Kit d'adaptation environnementale ;-;100;0;1;2;ArmeDistance,Résiste à un type d'environement(acide,chaleur, etc.)
50;Canon de chasse;I;1200;1;3;4;Fusil,Portée+1,Encombrant+2,Encombrement+1 Mods:Précis+1(2),CoupMortel+1
50;Détecteur de mouvement;-;1000;0;2;6;ArmeLourde,-1DéNoir mouvement cible  Mods : CoupPrécis +1
51;Visée multi-optique;-;2000;1;1;3;ArmeDistance,-2Dé Noir visibilité
51;Silencieux pour arme à projectiles;I;100;0;1;4;ArmeProjectiles,Perception +2DéNoir détection
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
Armor;;;;;;;
51;Systeme de camouflage optique;-;5500;0;2;6;Discretion Amélioré Mods : Discretion+1,MaîtreDesOmbres+1
51;Bio-Camouflage passif;-;75;0;1;2;Détection+1Dénoir environement approprié
51;Récupérateur d'eau;-;500;0;2;4;Survie-Résistance améliorer environement chaud et sec
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
Vehicle;;;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
;;-;;;;;
Crystal;;;;;;;
52;Pierre Nishalorite;I;12500;0;2;8;Dgt7,Crit3,Brêche1,Briseur,+1AvPerception Mods:Cartographie+1,Désorientration+1(2),Sanguinaire+1
52;Crystal Varpeline;I;14000;0;2;9;Dgt8,Crit3,Brêche1,Briseur,Sanguinaire1,2Triomphes->Mutilation Mods:Dgt+1,Sanguinaire+1(2)
;;-;;;;;
;;-;;;;;
