Drogs;;;;;;
55;Pack de somnifères;I;250;0;3;Jet resistance Diff 3,stress+10,Administrer jet Pugilat diff3,
55;Inhalateur de souffre;I;200;0;3;Dévanorien,Manœuvre->Stress+2,jet Vigueur,Agilité +1 dé bleu/scène
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
Illegal;;;;;;
54;Scanner de communication;I;5000;10;6;Trianguler communicateur,Jet informatique diff2,portée planétaire courte
54;Matrice de déguisement holo;I;10000;1;9;Prendre apparence : +2 dés bleu jet tromperie,-2dés noir détecter
54;Pompe à eau salée;-;2500;1;7;Clawdites,Prendre apparence : +1 dé bleu jet tromperie,-1dé noir détecter
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
